Hf2O4_10,-2.86707297,-1.48061211,0.0,-1.48061211,-2.86707297,-0.0,0.0,0.0,-2.67609427,-2.86707297,-1.48061211,0.0,-1.48061211,-2.86707297,-0.0,0.0,0.0,-2.67609427,-2.86707297,1.48061211,0.0,1.48061211,-2.86707297,0.0,0.0,0.0,-2.67609427,-2.86707297,1.48061211,0.0,1.48061211,-2.86707297,0.0,0.0,0.0,-2.67609427,5.73414594,-1.05898916,0.0,-1.05898916,5.73414594,0.0,0.0,0.0,5.35218854,5.73414594,1.05898916,0.0,1.05898916,5.73414594,0.0,0.0,0.0,5.35218854
Hf2O4_100,-3.17962357,-1.90434061,-0.0,-1.90434061,-3.17962357,0.0,0.0,0.0,-2.0537859,-3.17962357,-1.90434061,-0.0,-1.90434061,-3.17962357,0.0,0.0,0.0,-2.0537859,-3.17962357,1.90434061,-0.0,1.90434061,-3.17962357,0.0,0.0,0.0,-2.0537859,-3.17962357,1.90434061,-0.0,1.90434061,-3.17962357,-0.0,0.0,0.0,-2.0537859,6.35924715,-1.2119357,0.0,-1.2119357,6.35924715,0.0,0.0,0.0,4.1075718,6.35924715,1.2119357,0.0,1.2119357,6.35924715,0.0,0.0,0.0,4.1075718
Hf2O4_1000,-3.17050648,-1.84476175,0.0,-1.84476175,-3.17050648,-0.0,0.0,0.0,-2.15721414,-3.17050648,-1.84476175,0.0,-1.84476175,-3.17050648,-0.0,0.0,0.0,-2.15721414,-3.17050648,1.84476175,0.0,1.84476175,-3.17050648,-0.0,0.0,0.0,-2.15721414,-3.17050648,1.84476175,0.0,1.84476175,-3.17050648,-0.0,0.0,0.0,-2.15721414,6.34101296,1.11171438,0.0,1.11171438,6.34101296,0.0,0.0,0.0,4.31442827,6.34101296,-1.11171438,0.0,-1.11171438,6.34101296,0.0,0.0,0.0,4.31442827
Hf2O4_1001,-3.1919484,-1.93799948,0.0,-1.93799948,-3.1919484,-0.0,0.0,0.0,-2.18540161,-3.1919484,-1.93799948,0.0,-1.93799948,-3.1919484,-0.0,0.0,0.0,-2.18540161,-3.1919484,1.93799948,-0.0,1.93799948,-3.1919484,0.0,0.0,0.0,-2.18540161,-3.1919484,1.93799948,0.0,1.93799948,-3.1919484,0.0,0.0,0.0,-2.18540161,6.3838968,-0.94657913,0.0,-0.94657913,6.3838968,0.0,0.0,0.0,4.37080322,6.3838968,0.94657913,0.0,0.94657913,6.3838968,0.0,0.0,0.0,4.37080322
Hf2O4_1002,-2.75697,-1.30285548,0.0,-1.30285548,-2.75697,0.0,0.0,0.0,-2.75958513,-2.75697,-1.30285548,0.0,-1.30285548,-2.75697,0.0,0.0,0.0,-2.75958513,-2.75697,1.30285548,0.0,1.30285548,-2.75697,0.0,0.0,0.0,-2.75958513,-2.75697,1.30285548,0.0,1.30285548,-2.75697,0.0,0.0,0.0,-2.75958513,5.51394,-1.00220544,0.0,-1.00220544,5.51394,0.0,0.0,0.0,5.51917026,5.51394,1.00220544,0.0,1.00220544,5.51394,0.0,0.0,0.0,5.51917026
Hf2O4_1003,-3.09214869,-1.41175671,0.0,-1.41175671,-3.09214869,0.0,0.0,0.0,-2.51813154,-3.09214869,-1.41175671,0.0,-1.41175671,-3.09214869,0.0,0.0,0.0,-2.51813154,-3.09214869,1.41175671,0.0,1.41175671,-3.09214869,0.0,0.0,0.0,-2.51813154,-3.09214869,1.41175671,-0.0,1.41175671,-3.09214869,0.0,0.0,0.0,-2.51813154,6.18429739,1.62661642,0.0,1.62661642,6.18429739,0.0,0.0,0.0,5.03626308,6.18429739,-1.62661642,0.0,-1.62661642,6.18429739,0.0,0.0,0.0,5.03626308
Hf2O4_1004,-2.94764478,-1.67399161,0.0,-1.67399161,-2.94764478,0.0,0.0,0.0,-2.48163686,-2.94764478,-1.67399161,0.0,-1.67399161,-2.94764478,0.0,0.0,0.0,-2.48163686,-2.94764478,1.67399161,0.0,1.67399161,-2.94764478,0.0,0.0,0.0,-2.48163686,-2.94764478,1.67399161,-0.0,1.67399161,-2.94764478,0.0,0.0,0.0,-2.48163686,5.89528956,0.83014062,0.0,0.83014062,5.89528956,0.0,0.0,0.0,4.96327372,5.89528956,-0.83014062,0.0,-0.83014062,5.89528956,0.0,0.0,0.0,4.96327372
Hf2O4_1005,-2.63603268,-1.30087632,0.0,-1.30087632,-2.63603268,-0.0,0.0,0.0,-2.81308939,-2.63603268,-1.30087632,0.0,-1.30087632,-2.63603268,0.0,0.0,0.0,-2.81308939,-2.63603268,1.30087632,0.0,1.30087632,-2.63603268,0.0,0.0,0.0,-2.81308939,-2.63603268,1.30087632,0.0,1.30087632,-2.63603268,0.0,0.0,0.0,-2.81308939,5.27206536,0.77455861,0.0,0.77455861,5.27206536,0.0,0.0,0.0,5.62617877,5.27206536,-0.77455861,0.0,-0.77455861,5.27206536,0.0,0.0,0.0,5.62617877
Hf2O4_1006,-2.8839522,-1.5985817,-0.0,-1.5985817,-2.8839522,-0.0,0.0,0.0,-2.54340668,-2.8839522,-1.5985817,-0.0,-1.5985817,-2.8839522,0.0,0.0,0.0,-2.54340668,-2.8839522,1.5985817,0.0,1.5985817,-2.8839522,0.0,0.0,0.0,-2.54340668,-2.8839522,1.5985817,-0.0,1.5985817,-2.8839522,0.0,0.0,0.0,-2.54340668,5.76790441,-0.77873985,0.0,-0.77873985,5.76790441,0.0,0.0,0.0,5.08681335,5.76790441,0.77873985,0.0,0.77873985,5.76790441,0.0,0.0,0.0,5.08681335
Hf2O4_1007,-2.89586286,-1.61222125,0.0,-1.61222125,-2.89586286,0.0,0.0,0.0,-2.40848275,-2.89586286,-1.61222125,0.0,-1.61222125,-2.89586286,0.0,0.0,0.0,-2.40848275,-2.89586286,1.61222125,0.0,1.61222125,-2.89586286,0.0,0.0,0.0,-2.40848275,-2.89586286,1.61222125,0.0,1.61222125,-2.89586286,0.0,0.0,0.0,-2.40848275,5.79172572,-1.08247282,0.0,-1.08247282,5.79172572,0.0,0.0,0.0,4.81696549,5.79172572,1.08247282,0.0,1.08247282,5.79172572,0.0,0.0,0.0,4.81696549
