Al2O3_1007,3.18570201,-0.10527346,0.0,0.10527346,3.18570184,0.0,0.0,0.0,3.50272965,3.18570201,0.10527346,0.0,-0.10527346,3.18570184,0.0,0.0,0.0,3.50272965,3.18570201,-0.10527346,0.0,0.10527346,3.18570184,0.0,0.0,0.0,3.50272965,3.18570201,0.10527346,0.0,-0.10527346,3.18570184,0.0,0.0,0.0,3.50272965,-2.26206122,0.0,-0.0,0.0,-1.98554135,0.6051322,-0.0,0.48459327,-2.3351531,-2.0546714,0.11973657,-0.52405987,0.11973657,-2.19293116,-0.3025661,-0.4196701,-0.24229664,-2.3351531,-2.0546714,-0.11973657,0.52405987,-0.11973657,-2.19293116,-0.3025661,0.4196701,-0.24229664,-2.3351531,-2.26206122,0.0,-0.0,0.0,-1.98554135,0.6051322,-0.0,0.48459327,-2.3351531,-2.0546714,0.11973657,-0.52405987,0.11973657,-2.19293116,-0.3025661,-0.4196701,-0.24229664,-2.3351531,-2.0546714,-0.11973657,0.52405987,-0.11973657,-2.19293116,-0.3025661,0.4196701,-0.24229664,-2.3351531
Al2O3_1009,3.13992864,-0.18230281,0.0,0.18230281,3.13992776,-2.2e-07,0.0,-2.2e-07,3.05549458,3.13992864,0.18230281,0.0,-0.18230281,3.13992776,-2.2e-07,0.0,-2.2e-07,3.05549458,3.13992864,-0.18230281,0.0,0.18230281,3.13992776,-2.2e-07,0.0,-2.2e-07,3.05549458,3.13992864,0.18230281,0.0,-0.18230281,3.13992776,-2.2e-07,0.0,-2.2e-07,3.05549458,-2.19737853,0.0,-0.0,0.0,-1.98919252,0.55242823,-0.0,0.62313324,-2.03699639,-2.04123938,0.090147,-0.47841682,0.09014701,-2.1453315,-0.27621389,-0.53964916,-0.3115664,-2.03699639,-2.04123938,-0.090147,0.47841682,-0.09014701,-2.1453315,-0.27621389,0.53964916,-0.3115664,-2.03699639,-2.19737853,0.0,-0.0,0.0,-1.98919252,0.55242823,-0.0,0.62313324,-2.03699639,-2.04123938,0.090147,-0.47841682,0.09014701,-2.1453315,-0.27621389,-0.53964916,-0.3115664,-2.03699639,-2.04123938,-0.090147,0.47841682,-0.09014701,-2.1453315,-0.27621389,0.53964916,-0.3115664,-2.03699639
Al2O3_101,3.15111925,-0.11585905,-2.4e-07,0.1158583,3.15111816,-2.4e-07,-2.4e-07,-2.4e-07,3.03295309,3.15111925,0.1158583,-2.4e-07,-0.11585905,3.15111816,-2.4e-07,-2.4e-07,-2.4e-07,3.03295309,3.15111925,-0.11585905,-2.4e-07,0.1158583,3.15111816,-2.4e-07,-2.4e-07,-2.4e-07,3.03295309,3.15111925,0.1158583,-2.4e-07,-0.11585905,3.15111816,-2.4e-07,-2.4e-07,-2.4e-07,3.03295309,-2.18027386,2e-07,1.2e-07,2.1e-07,-2.02121784,0.33180361,1e-07,0.51916412,-2.02196873,-2.06098228,0.06887329,-0.2873501,0.06887329,-2.14050924,-0.16590157,-0.44960907,-0.25958182,-2.02196873,-2.06098236,-0.06887274,0.28735045,-0.06887276,-2.14050924,-0.16590157,0.44960944,-0.25958182,-2.02196873,-2.18027386,2e-07,1.2e-07,2.1e-07,-2.02121784,0.33180361,1e-07,0.51916412,-2.02196873,-2.06098228,0.06887329,-0.2873501,0.06887329,-2.14050924,-0.16590157,-0.44960907,-0.25958182,-2.02196873,-2.06098236,-0.06887274,0.28735045,-0.06887276,-2.14050924,-0.16590157,0.44960944,-0.25958182,-2.02196873
Al2O3_1010,3.24134056,0.1571683,-0.0,-0.1571683,3.24133996,2.4e-07,-0.0,2.4e-07,3.48912392,3.24134056,-0.1571683,-0.0,0.1571683,3.24133996,2.4e-07,-0.0,2.4e-07,3.48912392,3.24134056,0.1571683,-0.0,-0.1571683,3.24133996,2.4e-07,-0.0,2.4e-07,3.48912392,3.24134056,-0.1571683,-0.0,0.1571683,3.24133996,2.4e-07,-0.0,2.4e-07,3.48912392,-2.16690225,0.0,0.0,0.0,-2.1548847,0.39635497,0.0,0.5424693,-2.32608261,-2.15788944,0.00520353,-0.34325364,0.00520352,-2.16389761,-0.19817772,-0.46979238,-0.27123489,-2.32608261,-2.15788944,-0.00520353,0.34325364,-0.00520352,-2.16389761,-0.19817772,0.46979238,-0.27123489,-2.32608261,-2.16690225,0.0,0.0,0.0,-2.1548847,0.39635497,0.0,0.5424693,-2.32608261,-2.15788944,0.00520353,-0.34325364,0.00520352,-2.16389761,-0.19817772,-0.46979238,-0.27123489,-2.32608261,-2.15788944,-0.00520353,0.34325364,-0.00520352,-2.16389761,-0.19817772,0.46979238,-0.27123489,-2.32608261
Al2O3_1011,3.11704602,-0.00839179,0.0,0.00839179,3.11704491,-0.0,0.0,-0.0,3.34324071,3.11704602,0.00839179,0.0,-0.00839179,3.11704491,-0.0,0.0,-0.0,3.34324071,3.11704602,-0.00839179,0.0,0.00839179,3.11704491,-0.0,0.0,-0.0,3.34324071,3.11704602,0.00839179,0.0,-0.00839179,3.11704491,-0.0,0.0,-0.0,3.34324071,-2.21335278,-0.0,-0.0,-0.0,-1.94270789,0.3634264,-0.0,0.52278341,-2.22882714,-2.01036963,0.11719235,-0.31473655,0.11719235,-2.14569097,-0.1817132,-0.45274379,-0.2613917,-2.22882714,-2.01036963,-0.11719235,0.31473655,-0.11719235,-2.14569097,-0.1817132,0.45274379,-0.2613917,-2.22882714,-2.21335278,-0.0,-0.0,-0.0,-1.94270789,0.3634264,-0.0,0.52278341,-2.22882714,-2.01036963,0.11719235,-0.31473655,0.11719235,-2.14569097,-0.1817132,-0.45274379,-0.2613917,-2.22882714,-2.01036963,-0.11719235,0.31473655,-0.11719235,-2.14569097,-0.1817132,0.45274379,-0.2613917,-2.22882714
Al2O3_1012,3.20655844,-0.03583455,-0.0,0.03583455,3.20655936,0.0,-0.0,0.0,2.93945885,3.20655844,0.03583455,-0.0,-0.03583455,3.20655936,0.0,-0.0,0.0,2.93945885,3.20655844,-0.03583455,-0.0,0.03583455,3.20655936,0.0,-0.0,0.0,2.93945885,3.20655844,0.03583455,-0.0,-0.03583455,3.20655936,0.0,-0.0,0.0,2.93945885,-2.33697542,0.0,0.0,0.0,-1.93843639,0.23362046,0.0,0.36987914,-1.95963924,-2.03807073,0.17257272,-0.20232122,0.17257272,-2.23734117,-0.11681023,-0.32032468,-0.18493957,-1.95963924,-2.03807073,-0.17257272,0.20232122,-0.17257272,-2.23734117,-0.11681023,0.32032468,-0.18493957,-1.95963924,-2.33697542,0.0,0.0,0.0,-1.93843639,0.23362046,0.0,0.36987914,-1.95963924,-2.03807073,0.17257272,-0.20232122,0.17257272,-2.23734117,-0.11681023,-0.32032468,-0.18493957,-1.95963924,-2.03807073,-0.17257272,0.20232122,-0.17257272,-2.23734117,-0.11681023,0.32032468,-0.18493957,-1.95963924
Al2O3_1013,3.08003181,-0.20135912,0.0,0.20135912,3.08003064,3e-07,0.0,3e-07,3.30576078,3.08003181,0.20135912,0.0,-0.20135912,3.08003064,3e-07,0.0,3e-07,3.30576078,3.08003181,-0.20135912,0.0,0.20135912,3.08003064,3e-07,0.0,3e-07,3.30576078,3.08003181,0.20135912,0.0,-0.20135912,3.08003064,3e-07,0.0,3e-07,3.30576078,-2.19456499,0.0,-0.0,0.0,-1.91214336,-0.08016043,-0.0,0.08383868,-2.20384052,-1.98274931,0.12229182,0.0694208,0.12229181,-2.12395896,0.04007991,-0.07260661,-0.04191964,-2.20384052,-1.98274931,-0.12229182,-0.0694208,-0.12229181,-2.12395896,0.04007991,0.07260661,-0.04191964,-2.20384052,-2.19456499,0.0,-0.0,0.0,-1.91214336,-0.08016043,-0.0,0.08383868,-2.20384052,-1.98274931,0.12229182,0.0694208,0.12229181,-2.12395896,0.04007991,-0.07260661,-0.04191964,-2.20384052,-1.98274931,-0.12229182,-0.0694208,-0.12229181,-2.12395896,0.04007991,0.07260661,-0.04191964,-2.20384052
Al2O3_1014,3.2476265,0.03650535,-2.6e-07,-0.03650618,3.24762671,2.6e-07,-2.6e-07,2.6e-07,3.32457306,3.2476265,-0.03650618,-2.6e-07,0.03650535,3.24762671,2.6e-07,-2.6e-07,2.6e-07,3.32457306,3.2476265,0.03650535,-2.6e-07,-0.03650618,3.24762671,2.6e-07,-2.6e-07,2.6e-07,3.32457306,3.2476265,-0.03650618,-2.6e-07,0.03650535,3.24762671,2.6e-07,-2.6e-07,2.6e-07,3.32457306,-2.32115319,2.2e-07,1.4e-07,2.3e-07,-2.00901555,0.30316491,1.2e-07,0.4047239,-2.21638204,-2.08704989,0.13515988,-0.26254846,0.13515987,-2.24311893,-0.15158271,-0.35050112,-0.20236221,-2.21638204,-2.08704992,-0.13515927,0.26254885,-0.13515927,-2.24311893,-0.15158271,0.35050152,-0.20236221,-2.21638204,-2.32115319,2.2e-07,1.4e-07,2.3e-07,-2.00901555,0.30316491,1.2e-07,0.4047239,-2.21638204,-2.08704989,0.13515988,-0.26254846,0.13515987,-2.24311893,-0.15158271,-0.35050112,-0.20236221,-2.21638204,-2.08704992,-0.13515927,0.26254885,-0.13515927,-2.24311893,-0.15158271,0.35050152,-0.20236221,-2.21638204
Al2O3_1015,3.2566049,-0.08864603,2.4e-07,0.08864687,3.2566056,-2.4e-07,2.4e-07,-2.4e-07,3.38330159,3.2566049,0.08864687,2.4e-07,-0.08864603,3.2566056,-2.4e-07,2.4e-07,-2.4e-07,3.38330159,3.2566049,-0.08864603,2.4e-07,0.08864687,3.2566056,-2.4e-07,2.4e-07,-2.4e-07,3.38330159,3.2566049,0.08864687,2.4e-07,-0.08864603,3.2566056,-2.4e-07,2.4e-07,-2.4e-07,3.38330159,-2.25376924,-2.3e-07,-1.1e-07,-2.4e-07,-2.08837114,0.38129363,-9e-08,0.53612517,-2.25553439,-2.12972032,0.07161943,-0.33020998,0.07161944,-2.21242003,-0.19064657,-0.46429803,-0.26806234,-2.25553439,-2.12972024,-0.07162004,0.33020961,-0.07162004,-2.21242003,-0.19064657,0.46429763,-0.26806234,-2.25553439,-2.25376924,-2.3e-07,-1.1e-07,-2.4e-07,-2.08837114,0.38129363,-9e-08,0.53612517,-2.25553439,-2.12972032,0.07161943,-0.33020998,0.07161944,-2.21242003,-0.19064657,-0.46429803,-0.26806234,-2.25553439,-2.12972024,-0.07162004,0.33020961,-0.07162004,-2.21242003,-0.19064657,0.46429763,-0.26806234,-2.25553439
Al2O3_1016,3.02557833,-0.12921505,-0.0,0.12921505,3.02557782,-2.2e-07,-0.0,-2.2e-07,3.20746986,3.02557833,0.12921505,-0.0,-0.12921505,3.02557782,-2.2e-07,-0.0,-2.2e-07,3.20746986,3.02557833,-0.12921505,-0.0,0.12921505,3.02557782,-2.2e-07,-0.0,-2.2e-07,3.20746986,3.02557833,0.12921505,-0.0,-0.12921505,3.02557782,-2.2e-07,-0.0,-2.2e-07,3.20746986,-2.15087128,-0.0,0.0,-0.0,-1.88323292,0.60316923,0.0,0.54669395,-2.13831324,-1.95014269,0.11589073,-0.52235979,0.11589073,-2.08396136,-0.30158439,-0.47345076,-0.27334675,-2.13831324,-1.95014269,-0.11589073,0.52235979,-0.11589073,-2.08396136,-0.30158439,0.47345076,-0.27334675,-2.13831324,-2.15087128,-0.0,0.0,-0.0,-1.88323292,0.60316923,0.0,0.54669395,-2.13831324,-1.95014269,0.11589073,-0.52235979,0.11589073,-2.08396136,-0.30158439,-0.47345076,-0.27334675,-2.13831324,-1.95014269,-0.11589073,0.52235979,-0.11589073,-2.08396136,-0.30158439,0.47345076,-0.27334675,-2.13831324
Al2O3_1017,3.1279025,-0.18894841,-0.0,0.18894841,3.1279024,2.9e-07,-0.0,2.9e-07,3.14779221,3.1279025,0.18894841,-0.0,-0.18894841,3.1279024,2.9e-07,-0.0,2.9e-07,3.14779221,3.1279025,-0.18894841,-0.0,0.18894841,3.1279024,2.9e-07,-0.0,2.9e-07,3.14779221,3.1279025,0.18894841,-0.0,-0.18894841,3.1279024,2.9e-07,-0.0,2.9e-07,3.14779221,-2.27175187,-0.0,0.0,-0.0,-1.89878473,-0.02486265,0.0,0.14941056,-2.09852814,-1.99202657,0.16149948,0.02153152,0.16149946,-2.17851004,0.01243104,-0.12939351,-0.07470557,-2.09852814,-1.99202657,-0.16149948,-0.02153152,-0.16149946,-2.17851004,0.01243104,0.12939351,-0.07470557,-2.09852814,-2.27175187,-0.0,0.0,-0.0,-1.89878473,-0.02486265,0.0,0.14941056,-2.09852814,-1.99202657,0.16149948,0.02153152,0.16149946,-2.17851004,0.01243104,-0.12939351,-0.07470557,-2.09852814,-1.99202657,-0.16149948,-0.02153152,-0.16149946,-2.17851004,0.01243104,0.12939351,-0.07470557,-2.09852814
Al2O3_1018,3.25364575,-0.00308474,0.0,0.00308474,3.25364643,0.0,0.0,0.0,2.9288568,3.25364575,0.00308474,0.0,-0.00308474,3.25364643,0.0,0.0,0.0,2.9288568,3.25364575,-0.00308474,0.0,0.00308474,3.25364643,0.0,0.0,0.0,2.9288568,3.25364575,0.00308474,0.0,-0.00308474,3.25364643,0.0,0.0,0.0,2.9288568,-2.38040106,-0.0,-0.0,-0.0,-1.95779369,0.33353443,-0.0,0.53106236,-1.9525712,-2.06344522,0.18299455,-0.28884926,0.18299455,-2.27474958,-0.16676721,-0.45991345,-0.26553118,-1.9525712,-2.06344522,-0.18299455,0.28884926,-0.18299455,-2.27474958,-0.16676721,0.45991345,-0.26553118,-1.9525712,-2.38040106,-0.0,-0.0,-0.0,-1.95779369,0.33353443,-0.0,0.53106236,-1.9525712,-2.06344522,0.18299455,-0.28884926,0.18299455,-2.27474958,-0.16676721,-0.45991345,-0.26553118,-1.9525712,-2.06344522,-0.18299455,0.28884926,-0.18299455,-2.27474958,-0.16676721,0.45991345,-0.26553118,-1.9525712
Al2O3_1019,3.15991662,0.01651619,0.0,-0.01651619,3.15991708,0.0,0.0,0.0,3.12284922,3.15991662,-0.01651619,0.0,0.01651619,3.15991708,0.0,0.0,0.0,3.12284922,3.15991662,0.01651619,0.0,-0.01651619,3.15991708,0.0,0.0,0.0,3.12284922,3.15991662,-0.01651619,0.0,0.01651619,3.15991708,0.0,0.0,0.0,3.12284922,-2.20819743,0.0,-0.0,0.0,-2.00502503,0.27459065,-0.0,0.48494553,-2.08189948,-2.05581791,0.08797636,-0.23780246,0.08797636,-2.15740457,-0.13729533,-0.41997512,-0.24247277,-2.08189948,-2.05581791,-0.08797636,0.23780246,-0.08797636,-2.15740457,-0.13729533,0.41997512,-0.24247277,-2.08189948,-2.20819743,0.0,-0.0,0.0,-2.00502503,0.27459065,-0.0,0.48494553,-2.08189948,-2.05581791,0.08797636,-0.23780246,0.08797636,-2.15740457,-0.13729533,-0.41997512,-0.24247277,-2.08189948,-2.05581791,-0.08797636,0.23780246,-0.08797636,-2.15740457,-0.13729533,0.41997512,-0.24247277,-2.08189948
Al2O3_102,3.21844523,0.0980845,-0.0,-0.0980845,3.21844712,0.0,-0.0,0.0,2.90090104,3.21844523,-0.0980845,-0.0,0.0980845,3.21844712,0.0,-0.0,0.0,2.90090104,3.21844523,0.0980845,-0.0,-0.0980845,3.21844712,0.0,-0.0,0.0,2.90090104,3.21844523,-0.0980845,-0.0,0.0980845,3.21844712,0.0,-0.0,0.0,2.90090104,-2.42655886,0.0,0.0,0.0,-1.86470254,0.28155541,0.0,0.42882976,-1.93393403,-2.0051658,0.24329147,-0.24383407,0.24329147,-2.28609585,-0.1407777,-0.37137736,-0.21441488,-1.93393403,-2.0051658,-0.24329147,0.24383407,-0.24329147,-2.28609585,-0.1407777,0.37137736,-0.21441488,-1.93393403,-2.42655886,0.0,0.0,0.0,-1.86470254,0.28155541,0.0,0.42882976,-1.93393403,-2.0051658,0.24329147,-0.24383407,0.24329147,-2.28609585,-0.1407777,-0.37137736,-0.21441488,-1.93393403,-2.0051658,-0.24329147,0.24383407,-0.24329147,-2.28609585,-0.1407777,0.37137736,-0.21441488,-1.93393403
