SiO2_1,-1.18411126,-0.0,0.0,-0.0,-2.06669068,0.75960967,0.0,0.95733239,-1.51666957,-1.18411126,-0.0,-0.0,-0.0,-2.06669068,-0.75960967,-0.0,-0.95733239,-1.51666957,-2.06669068,0.0,-0.75960967,0.0,-1.18411126,0.0,-0.95733239,0.0,-1.51666957,-2.06669068,0.0,0.75960967,0.0,-1.18411126,-0.0,0.95733239,-0.0,-1.51666957,3.25080194,0.93807304,0.0,-0.93807304,3.25080194,-0.0,0.0,-0.0,3.03333914,3.25080194,-0.93807304,0.0,0.93807304,3.25080194,-0.0,0.0,-0.0,3.03333914
SiO2_10,-0.78225074,-0.0,0.0,-0.0,-2.62852225,1.37576056,0.0,1.15112541,-2.01217353,-0.78225074,0.0,0.0,0.0,-2.62852225,-1.37576056,0.0,-1.15112541,-2.01217353,-2.62852225,-0.0,-1.37576056,-0.0,-0.78225074,-0.0,-1.15112541,-0.0,-2.01217353,-2.62852225,0.0,1.37576056,0.0,-0.78225074,-0.0,1.15112541,-0.0,-2.01217353,3.41077299,0.15138936,-0.0,-0.15138936,3.41077299,0.0,-0.0,0.0,4.02434705,3.41077299,-0.15138936,-0.0,0.15138936,3.41077299,0.0,-0.0,0.0,4.02434705
SiO2_100,-0.86730688,-0.0,-0.0,-0.0,-2.70065612,-1.40870751,-0.0,-1.37539945,-1.83132699,-0.86730688,0.0,-0.0,0.0,-2.70065612,1.40870751,-0.0,1.37539945,-1.83132699,-2.70065612,-0.0,1.40870751,-0.0,-0.86730688,0.0,1.37539945,0.0,-1.83132699,-2.70065612,0.0,-1.40870751,0.0,-0.86730688,0.0,-1.37539945,0.0,-1.83132699,3.567963,0.36385305,0.0,-0.36385305,3.567963,-0.0,0.0,-0.0,3.66265397,3.567963,-0.36385305,0.0,0.36385305,3.567963,-0.0,0.0,-0.0,3.66265397
SiO2_1000,-0.75111933,-0.0,0.0,-0.0,-2.58189716,1.42886716,0.0,1.21606658,-2.06328953,-0.75111933,0.0,0.0,0.0,-2.58189716,-1.42886716,0.0,-1.21606658,-2.06328953,-2.58189716,0.0,-1.42886716,0.0,-0.75111933,0.0,-1.21606658,0.0,-2.06328953,-2.58189716,-0.0,1.42886716,-0.0,-0.75111933,0.0,1.21606658,0.0,-2.06328953,3.33301649,-0.2244041,-0.0,0.2244041,3.33301649,-0.0,-0.0,-0.0,4.12657906,3.33301649,0.2244041,-0.0,-0.2244041,3.33301649,-0.0,-0.0,-0.0,4.12657906
SiO2_1001,-0.80458125,2e-07,-2.6e-07,2e-07,-2.82858661,1.44562547,-2.6e-07,1.43335452,-1.83799996,-0.80458125,-2e-07,-2.6e-07,-2e-07,-2.82858581,-1.44562496,-2.6e-07,-1.433354,-1.83799996,-2.82858661,2e-07,-1.44562547,2e-07,-0.80458125,2.6e-07,-1.43335452,2.6e-07,-1.83799996,-2.82858581,-2e-07,1.44562496,-2e-07,-0.80458125,2.6e-07,1.433354,2.6e-07,-1.83799996,3.63316746,-0.09947456,5.1e-07,0.09947456,3.63316746,-5.1e-07,5.1e-07,-5.1e-07,3.67599992,3.63316746,0.09947456,5.1e-07,-0.09947456,3.63316746,-5.1e-07,5.1e-07,-5.1e-07,3.67599992
SiO2_1002,-0.9518904,-0.0,-0.0,0.0,-2.64344697,-1.34475485,-0.0,-1.36151948,-1.73936718,-0.9518904,0.0,-0.0,0.0,-2.64344697,1.34475485,-0.0,1.36151948,-1.73936718,-2.64344697,-0.0,1.34475485,-0.0,-0.9518904,0.0,1.36151948,0.0,-1.73936718,-2.64344697,-0.0,-1.34475485,0.0,-0.9518904,0.0,-1.36151948,0.0,-1.73936718,3.59533738,0.52169368,0.0,-0.52169368,3.59533738,-0.0,0.0,-0.0,3.47873437,3.59533738,-0.52169368,0.0,0.52169368,3.59533738,-0.0,0.0,-0.0,3.47873437
SiO2_1003,-1.03379127,0.0,-0.0,0.0,-1.89650361,0.70387518,-0.0,0.76568369,-1.69140851,-1.03379127,-0.0,-0.0,-0.0,-1.89650361,-0.70387518,-0.0,-0.76568369,-1.69140851,-1.89650361,0.0,-0.70387518,0.0,-1.03379127,0.0,-0.76568369,0.0,-1.69140851,-1.89650361,-0.0,0.70387518,-0.0,-1.03379127,0.0,0.76568369,0.0,-1.69140851,2.93029487,-1.05126078,0.0,1.05126078,2.93029487,-0.0,0.0,-0.0,3.38281703,2.93029487,1.05126078,0.0,-1.05126078,2.93029487,-0.0,0.0,-0.0,3.38281703
SiO2_1004,-0.74029191,-1.9e-07,2.5e-07,-2e-07,-2.87001182,1.54617379,2.5e-07,1.4729368,-1.95054765,-0.74029191,1.9e-07,2.5e-07,2e-07,-2.8700126,-1.54617429,2.5e-07,-1.4729373,-1.95054765,-2.87001182,-2e-07,-1.54617379,-1.9e-07,-0.74029191,-2.5e-07,-1.4729368,-2.5e-07,-1.95054765,-2.8700126,2e-07,1.54617429,1.9e-07,-0.74029191,-2.5e-07,1.4729373,-2.5e-07,-1.95054765,3.61030412,-0.09344784,-5e-07,0.09344784,3.61030412,5e-07,-5e-07,5e-07,3.9010953,3.61030412,0.09344784,-5e-07,-0.09344784,3.61030412,5e-07,-5e-07,5e-07,3.9010953
SiO2_1005,-0.80960872,-0.0,-0.0,-0.0,-2.84665562,-1.44996638,-0.0,-1.44920789,-1.8254947,-0.80960872,0.0,-0.0,0.0,-2.84665562,1.44996638,-0.0,1.44920789,-1.8254947,-2.84665562,-0.0,1.44996638,-0.0,-0.80960872,0.0,1.44920789,0.0,-1.8254947,-2.84665562,0.0,-1.44996638,0.0,-0.80960872,0.0,-1.44920789,0.0,-1.8254947,3.65626434,0.09006936,0.0,-0.09006936,3.65626434,-0.0,0.0,-0.0,3.6509894,3.65626434,-0.09006936,0.0,0.09006936,3.65626434,-0.0,0.0,-0.0,3.6509894
SiO2_1006,-0.96590033,-0.0,0.0,-0.0,-2.79892635,1.34791602,0.0,1.45718086,-1.64375385,-0.96590033,0.0,0.0,0.0,-2.79892635,-1.34791602,0.0,-1.45718086,-1.64375385,-2.79892635,-0.0,-1.34791602,-0.0,-0.96590033,-0.0,-1.45718086,-0.0,-1.64375385,-2.79892635,0.0,1.34791602,0.0,-0.96590033,-0.0,1.45718086,-0.0,-1.64375385,3.76482667,0.60732119,-0.0,-0.60732119,3.76482667,0.0,-0.0,0.0,3.2875077,3.76482667,-0.60732119,-0.0,0.60732119,3.76482667,0.0,-0.0,0.0,3.2875077
