candidate_1_1994,0.0,0.03195,0.34894,0.03195,-0.0,0.0,0.34894,0.0,-0.0,0.03195,-0.0,0.0,-0.0,-0.03195,0.34894,0.0,0.34894,-0.0,0.26052,0.0,0.0,0.0,0.26052,-0.0,0.0,-0.0,-0.27871
candidate_1_3132,-0.0,0.0,-0.29538,0.0,0.0,0.0,-0.29538,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.29538,0.0,-0.29538,0.0,-0.23135,0.0,0.0,0.0,-0.23135,0.0,0.0,0.0,0.37053
candidate_1_362,0.0,0.0,-0.34533,0.0,0.0,0.0,-0.34533,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.34533,0.0,-0.34533,0.0,-0.26826,0.0,0.0,0.0,-0.26826,0.0,0.0,0.0,0.45049
candidate_1_44,0.0,0.0,-0.39717,0.0,-0.0,-0.0,-0.39717,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.39717,-0.0,-0.39717,-0.0,-0.28,-0.0,0.0,-0.0,-0.28,0.0,0.0,0.0,0.3418
candidate_1_115,0.0,0.0,-0.31941,0.0,0.0,-0.0,-0.31941,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.31941,-0.0,-0.31941,0.0,-0.23672,-0.0,0.0,-0.0,-0.23672,0.0,0.0,0.0,0.2755
candidate_1_769,-0.0,0.0,0.30703,0.0,0.0,0.0,0.30703,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.30703,0.0,0.30703,0.0,0.27364,0.0,0.0,0.0,0.27364,0.0,0.0,0.0,-0.54649
candidate_1_570,-0.0,0.0,0.3243,0.0,0.0,-0.0,0.3243,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.3243,-0.0,0.3243,0.0,0.29861,-0.0,-0.0,-0.0,0.29861,0.0,-0.0,0.0,-0.64064
candidate_1_2168,0.0,0.0,0.27901,0.0,-0.0,0.0,0.27901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27901,0.0,0.27901,0.0,0.23555,0.0,0.0,0.0,0.23555,0.0,0.0,0.0,-0.33318
candidate_1_3100,-0.0,0.0,0.26552,0.0,0.0,0.0,0.26552,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.26552,0.0,0.26552,0.0,0.26073,0.0,0.0,0.0,0.26073,-0.0,0.0,-0.0,-0.5263
candidate_1_1881,0.0,0.0,0.36263,0.0,0.0,0.0,0.36263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36263,0.0,0.36263,-0.0,0.25923,0.0,0.0,0.0,0.25923,0.0,0.0,0.0,-0.38793
candidate_1_2491,0.0,0.0,0.35477,0.0,0.0,-0.0,0.35477,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.35477,-0.0,0.35477,0.0,0.22326,-0.0,0.0,-0.0,0.22326,0.0,0.0,0.0,-0.17058
candidate_1_917,-0.0,0.0,0.30978,0.0,0.0,-0.0,0.30978,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.30978,-0.0,0.30978,0.0,0.21615,-0.0,0.0,-0.0,0.21615,0.0,0.0,0.0,-0.223
candidate_1_547,-0.0,0.0,0.33538,0.0,-0.0,-0.0,0.33538,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.33538,-0.0,0.33538,0.0,0.29717,-0.0,-0.0,-0.0,0.29717,0.0,-0.0,0.0,-0.60572
candidate_1_1171,0.0,0.0459,-0.35494,0.0459,-0.0,-0.0,-0.35494,-0.0,-0.0,0.0459,-0.0,-0.0,-0.0,-0.0459,-0.35494,-0.0,-0.35494,-0.0,-0.28894,-0.0,0.0,-0.0,-0.28894,-0.0,0.0,-0.0,0.56755
candidate_1_2707,0.0,0.0,-0.40188,0.0,-0.0,0.0,-0.40188,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.40188,0.0,-0.40188,0.0,-0.26156,0.0,0.0,0.0,-0.26156,0.0,0.0,0.0,0.34374
candidate_1_1908,-0.0,0.0,0.2976,0.0,0.0,-0.0,0.2976,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.2976,-0.0,0.2976,0.0,0.28212,-0.0,0.0,-0.0,0.28212,0.0,0.0,0.0,-0.61518
candidate_1_1806,0.0,0.0,-0.40934,0.0,0.0,-0.0,-0.40934,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.40934,-0.0,-0.40934,0.0,-0.30143,-0.0,0.0,-0.0,-0.30143,0.0,0.0,0.0,0.52435
candidate_1_1329,-0.0,-0.00632,0.28999,-0.00632,0.0,0.0,0.28999,0.0,0.0,-0.00632,0.0,0.0,0.0,0.00632,0.28999,0.0,0.28999,0.0,0.23825,0.0,-0.0,0.0,0.23825,0.0,-0.0,0.0,-0.29206
candidate_1_2620,-0.0,-0.0,-0.30919,-0.0,0.0,-0.0,-0.30919,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.30919,-0.0,-0.30919,0.0,-0.28014,-0.0,0.0,-0.0,-0.28014,0.0,0.0,0.0,0.58148
candidate_1_2470,-0.0,0.0,0.36946,0.0,-0.0,0.0,0.36946,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.36946,0.0,0.36946,0.0,0.25146,0.0,0.0,0.0,0.25146,0.0,0.0,0.0,-0.32628
candidate_1_2956,0.0,0.03239,0.344,0.03239,-0.0,0.0,0.344,0.0,0.0,0.03239,-0.0,0.0,-0.0,-0.03239,0.344,0.0,0.344,0.0,0.28912,0.0,0.0,0.0,0.28912,0.0,0.0,0.0,-0.54078
candidate_1_3136,0.0,0.0,0.35629,0.0,0.0,-0.0,0.35629,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.35629,-0.0,0.35629,0.0,0.30899,-0.0,0.0,-0.0,0.30899,0.0,0.0,0.0,-0.59917
